Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Giá(đ)
Bàn phím cơ Fuhlen H87S Panda V2 3 Mode Wireless Fuhlen Brown Pro switch,Fuhlen,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,blue,1599000 
Bàn phím cơ Razer Blackwidow V4 75% Orange Gen-3 switch,Razer,ROG Falchion,không dây,0.7212003987089425,pink,4589000 
Bàn phím cơ Logitech G Pro X TKL LightSpeed Wireless White Tactile switch,Logitech,EK375,không dây,0.7212003987089425,red,3989000 
Bàn phím cơ Logitech G Pro X TKL LightSpeed Wireless Tactile switch,Logitech,Newmen GM326,không dây,0.7212003987089425,yellow,3989000 
Bàn phím cơ E-DRA EK3287 Blue switch,E-Dra,EK314W,có dây,0.7212003987089425,yellow,399000 
Bàn phím cơ E-DRA EK3287 Red switch,E-Dra,EK368L,vừa có dây vừa không dây,0.7212003987089425,silver,399000 
Bàn phím cơ E-DRA EK387L Pink Blue switch,E-Dra,Razer DeathStalker V2,không dây,0.7212003987089425,blue,549000 
Bàn phím cơ E-DRA EK387L Pink Brown switch,E-Dra,EK314W,có dây,0.7212003987089425,red,549000 
Bàn phím cơ E-DRA EK387L Pink Red switch,E-Dra,GD100,không dây,0.7212003987089425,black,549000 
Bàn phím cơ E-DRA EK314W Wireless Blue switch,E-Dra,EK314W,vừa có dây vừa không dây,0.7212003987089425,white,349000 
Bàn phím cơ E-DRA EK314W Wireless Brown switch,E-Dra,EK314W,không dây,0.7212003987089425,pink,349000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko V3 Cream Blue switch,Akko,Kailh Clione Limacina ,có dây,0.7212003987089425,green,1489000 
Bàn phím cơ không dây AKKO 3087 RF Dragon Ball Z – Goku Akko V3 Cream Blue switch,Akko,EK375,vừa có dây vừa không dây,0.7212003987089425,cherry,1589000 
Bàn phím cơ AKKO 3087 RF One Piece – Luffy Akko V3 Cream Blue switch,Akko,Everest Max,có dây,0.7212003987089425,cherry,1589000 
Bàn phím cơ NEWMEN GM326 White Blue switch,Newmen,Newmen GM326,có dây,0.7212003987089425,cherry,549000 
Bàn phím cơ AKKO 3087 RF White on Black Wireless Akko V3 Cream Blue switch,Akko,EK368L,có dây,0.7212003987089425,silver,1099000 
Bàn phím cơ AKKO 3087 RF Black on White Wireless Akko V3 Cream Blue switch,Akko,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,cherry,1389000 
Bàn phím cơ AKKO 3087 RF Black on White Wireless Akko V3 Cream Yellow switch,Akko,CD108HR,vừa có dây vừa không dây,0.7212003987089425,silver,1389000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko V3 Cream Blue switch,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,black,1489000 
Bàn phím cơ AKKO 3108 RF Sailor Moon Crystal Akko CS Sakura switch,Akko,EK387L RGB,có dây,0.7212003987089425,green,1899000 
Bàn phím cơ AKKO 3108 RF Dragon Ball Z – Goku Akko V3 Cream Blue switch,Akko,CD87HR,không dây,0.7212003987089425,white,1789000 
Bàn phím cơ E-DRA EK387L Red switch,E-Dra,Newmen GM326,không dây,0.7212003987089425,pink,539000 
Bàn phím cơ Fuhlen D87s RGB Red switch,Fuhlen,D87S RGB,có dây,0.7212003987089425,red,599000 
Bàn phím cơ E-DRA EK398X Alpha Optical Blue switch,E-Dra,EK398,không dây,0.7212003987089425,brown,849000 
Bàn phím cơ Fuhlen T87s Pro Wireless White Fuhlen Pro Brown switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,green,1099000 
Bàn phím cơ Fuhlen T87s Pro Wireless White Fuhlen Pro Red switch,Fuhlen,T87s Pro Wireless,không dây,0.7212003987089425,pink,1099000 
Bàn phím cơ FL-Esports FL980 CPS Aqua Green Kailh Box Brown switch,FL-Esports,EK387L White,vừa có dây vừa không dây,0.7212003987089425,cherry,1189000 
Bàn phím cơ FL-Esports FL980 CPS White Olivia Kailh Box Brown switch,FL-Esports,D87S RGB,vừa có dây vừa không dây,0.7212003987089425,pink,1189000 
Bàn phím cơ FL-Esports FL980 CPS Aqua Green Kailh Box Red switch,FL-Esports,EK387L White,vừa có dây vừa không dây,0.7212003987089425,black,1189000 
Bàn phím cơ AKKO 3098 RF Dracula Castle Wireless Akko V3 Cream Blue Pro switch,Akko,EK1280s V2,vừa có dây vừa không dây,0.7212003987089425,yellow,1589000 
Bàn phím cơ AKKO 3098 RF Dracula Castle Wireless Akko V3 Cream Yellow Pro switch,Akko,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,brown,1589000 
Bàn phím cơ AKKO 3087 RF Ocean Star Wireless Akko CS Haze Pink switch,Akko,EK314W,có dây,0.7212003987089425,blue,1389000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko V3 Cream Yellow switch,Akko,EK314W,có dây,0.7212003987089425,cherry,1489000 
Bàn phím cơ AKKO World Tour - Tokyo 3108 Akko Orange switch V2,Akko,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,cherry,1589000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko V3 Cream Yellow switch,Akko,EK387L White,không dây,0.7212003987089425,yellow,1489000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko V3 Cream Yellow switch,Akko,EK314W,có dây,0.7212003987089425,pink,1389000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko V3 Cream Blue switch,Akko,Razer DeathStalker V2,không dây,0.7212003987089425,silver,1389000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko V3 Cream Yellow switch,Akko,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,blue,1489000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko V3 Cream Yellow switch,Akko,EK398,vừa có dây vừa không dây,0.7212003987089425,white,1489000 
Bàn phím cơ AKKO 3087 RF White on Black Wireless Akko V3 Cream Yellow switch,Akko,CD108HR,có dây,0.7212003987089425,blue,1389000 
Bàn phím cơ AKKO 3087 RF One Piece – Luffy Akko V3 Cream Yellow switch,Akko,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,red,1589000 
Bàn phím cơ AKKO 3108 RF One Piece – Luffy Akko V3 Cream Yellow switch,Akko,FL100CPM,không dây,0.7212003987089425,blue,1789000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko CS Wine Red switch,Akko,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,silver,1489000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko CS Wine White switch,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,cherry,1489000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko CS Wine Red switch,Akko,EK387L White,vừa có dây vừa không dây,0.7212003987089425,green,1489000 
Bàn phím cơ AKKO 3087 RF Dragon Ball Z – Goku Akko V3 Cream Yellow switch,Akko,EK314W,vừa có dây vừa không dây,0.7212003987089425,pink,1589000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko CS Haze Pink switch,Akko,EK375,có dây,0.7212003987089425,silver,1389000 
Bàn phím cơ AKKO 3108 RF One Piece – Luffy Akko V3 Cream Blue switch,Akko,GD68,vừa có dây vừa không dây,0.7212003987089425,pink,1789000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko V3 Cream Blue switch,Akko,Razer DeathStalker V2,vừa có dây vừa không dây,0.7212003987089425,yellow,1489000 
Bàn phím cơ AKKO 5075B Plus-S Multi-modes Dracula Castle Wireless Akko V3 Cream Yellow Pro switch,Akko,GM328,vừa có dây vừa không dây,0.7212003987089425,white,2289000 
Bàn phím cơ Logitech G512 RGB GX Red switch,Logitech,CK87S,vừa có dây vừa không dây,0.7212003987089425,pink,1979000 
Bàn phím cơ Logitech G512 RGB GX Brown switch,Logitech,EK375,có dây,0.7212003987089425,black,1979000 
Bàn phím cơ AKKO 3068B Plus Multi-modes World Tour Tokyo R2 Akko CS Jelly Purple switch,Akko,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,white,1099000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS TTC Princess switch,Akko,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,blue,1199000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black & Pink TTC Demon switch,Akko,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,black,1199000 
Bàn phím cơ Razer Blackwidow V4 Pro Yellow switch,Razer,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,red,5089000 
Bàn phím cơ Fuhlen H75S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,cherry,1699000 
Bàn phím cơ Fuhlen T87s Pro Wireless Black Fuhlen Pro Brown switch,Fuhlen,T87s Pro Wireless,không dây,0.7212003987089425,pink,1099000 
Bàn phím cơ Fuhlen T87s Pro Wireless Black Fuhlen Pro Red switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,cherry,1099000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Gateron Pro Yellow switch,FL-Esports,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,green,1799000 
Bàn phím cơ Razer Blackwidow V3 Tenkeyless Yellow switch,Razer,EK314W,có dây,0.7212003987089425,white,1589000 
Bàn phím cơ NEWMEN GM328 White Grey Red switch,Newmen,GM328,không dây,0.7212003987089425,yellow,529000 
Bàn phím cơ NEWMEN GM328 Purple White Red switch,Newmen,GM328,vừa có dây vừa không dây,0.7212003987089425,brown,529000 
Bàn phím cơ NEWMEN GM328 Purple White Blue switch,Newmen,GM328,có dây,0.7212003987089425,red,529000 
Bàn phím cơ DarkFlash GD100 Starry Blue Yellow Axis switch,Darkflash,GD100,có dây,0.7212003987089425,white,599000 
Bàn phím cơ Asus Strix Scope DELUXE Red switch,Asus,D87S RGB,có dây,0.7212003987089425,white,2199000 
Bàn phím cơ không dây AKKO 5075B Plus Multi-modes Dracula Castle Akko V3 Cream Blue switch,Akko,EK375,vừa có dây vừa không dây,0.7212003987089425,white,1789000 
Bàn phím Fuhlen G411S,Fuhlen,CD108HR,có dây,0.7212003987089425,yellow,249000 
Bàn phím cơ E-DRA EK375 Pro Alpha Blue switch,E-Dra,EK375,vừa có dây vừa không dây,0.7212003987089425,cherry,1089000 
Bàn phím cơ E-DRA EK375 Pro Beta Blue switch,E-Dra,EK375,có dây,0.7212003987089425,white,1089000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode TTC Venus switch,FL-Esports,EK87,không dây,0.7212003987089425,red,2089000 
Bàn phím cơ DareU EK75 Pro Triple Mode WBC DareU Firefly switch,DAREU,EK1280s V2,không dây,0.7212003987089425,yellow,1049000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko CS Wine White switch,Akko,Brown Switch ,không dây,0.7212003987089425,yellow,1449000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Blue on White Akko V3 Cream Blue switch,Akko,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,black,1999000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Prunus Lannesiana Akko CS Jelly Purple switch,Akko,EK398,có dây,0.7212003987089425,yellow,1299000 
Bàn phím Rapoo V500 Alloy Blue switch,Rapoo,Everest Max,có dây,0.7212003987089425,black,399000 
Keycap E-Dra Merry Christmas Resin,E-Dra,EK87,vừa có dây vừa không dây,0.7212003987089425,yellow,499000 
Bàn phím cơ Asus ROG Strix SCOPE II NX Snow switch,Asus,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,silver,2989000 
Bàn phím cơ Corsair K63 Red switch,Corsair,EK87,không dây,0.7212003987089425,cherry,1499000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Linear,Logitech,Kailh Clione Limacina ,không dây,0.7212003987089425,yellow,2999000 
Bàn phím cơ AKKO 5108B Plus Multi-modes Demon Slayer – Kamado Nezuko Akko CS Crystal switch,Akko,EK314W,có dây,0.7212003987089425,red,2599000 
Bàn phím cơ Cidoo V65 Dual Mode Wireless Cidoo Matt Grey switch,X-Tech,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,green,2799000 
Bàn phím cơ Cidoo V87 Pro Tri-Mode Wireless Cidoo Matt Grey switch,LECOO,GM328,vừa có dây vừa không dây,0.7212003987089425,white,3299000 
Bàn phím cơ Cidoo V75 Pro Tri-Mode Wireless Cidoo Matt Grey switch,E-Dra,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,blue,3199000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Cyan Akko CS Wine Red switch,Akko,Everest Max,vừa có dây vừa không dây,0.7212003987089425,white,999000 
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana Akko CS Wine Red switch,Akko,CK87S,không dây,0.7212003987089425,red,999000 
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana Akko CS Wine White switch,Akko,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,pink,999000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Cyan Akko CS Wine White switch,Akko,3084,vừa có dây vừa không dây,0.7212003987089425,silver,999000 
Bàn phím cơ AKKO MonsGeek MG75 Prunus Lannesiana Akko V3 Cream Yellow switch,Akko,K10,vừa có dây vừa không dây,0.7212003987089425,white,999000 
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan Akko V3 Cream Blue switch,Akko,Newmen GM326,không dây,0.7212003987089425,green,999000 
Bàn phím cơ AKKO 5108S Naraka Blade Point Akko CS Silver switch,Akko,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,red,1799000 
Bàn phím cơ AKKO MOD007 PC Blue on White Akko CS Piano switch,Akko,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,cherry,1499000 
Bàn phím cơ Infinity Hades Blue switch,Genius,EK314W,không dây,0.7212003987089425,black,699000 
Bàn phím cơ MSI Vigor GK50 Low Profile,MSI,EK387L RGB,có dây,0.7212003987089425,brown,1999000 
Bàn phím cơ Asus ROG Strix Scope II RX Red switch,Asus,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,brown,3990000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Red switch,Rapoo,Everest Max,vừa có dây vừa không dây,0.7212003987089425,blue,589000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Brown switch,Rapoo,EK387L White,vừa có dây vừa không dây,0.7212003987089425,brown,589000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Blue switch,Rapoo,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,pink,399000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode Kailh Box V2 Red switch,FL-Esports,CK87S,có dây,0.7212003987089425,pink,1799000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode Kailh Box V2 Brown switch,FL-Esports,EK87,có dây,0.7212003987089425,cherry,1799000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode TTC Neptune switch,FL-Esports,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,green,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode TTC Venus switch,FL-Esports,KB1,không dây,0.7212003987089425,cherry,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode TTC Neptune switch,FL-Esports,D87S RGB,không dây,0.7212003987089425,white,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode Kailh Box V2 Red switch,FL-Esports,GD100,vừa có dây vừa không dây,0.7212003987089425,blue,1799000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode Kailh Box V2 Brown switch,FL-Esports,K10,có dây,0.7212003987089425,black,1799000 
Bàn phím cơ Fuhlen H87S Panda V2 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,GD68,có dây,0.7212003987089425,silver,1799000 
Bàn phím cơ Fuhlen H108S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,Razer DeathStalker V2,không dây,0.7212003987089425,yellow,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Red Pro switch,Fuhlen,H95S Panda 3 Mode Wireless,không dây,0.7212003987089425,pink,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Yellow Pro switch,Fuhlen,H95S Panda 3 Mode Wireless,không dây,0.7212003987089425,brown,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,H95S Panda 3 Mode Wireless,không dây,0.7212003987089425,red,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Brown Pro switch,Fuhlen,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,black,1799000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh MX Cool Mint switch,FL-Esports,Everest Max,có dây,0.7212003987089425,silver,1999000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Dracula Castle Akko V3 Cream Yellow switch,Akko,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,blue,1789000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Gateron Pro Yellow switch,FL-Esports,Newmen GM326,không dây,0.7212003987089425,black,1999000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh Box V2 Brown switch,FL-Esports,EK398,không dây,0.7212003987089425,brown,1999000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,EK375,vừa có dây vừa không dây,0.7212003987089425,red,1999000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,3084,không dây,0.7212003987089425,blue,1999000 
Bàn phím cơ AKKO 3098S One Piece Akko Jelly White switch,Akko,GP75CPM,vừa có dây vừa không dây,0.7212003987089425,pink,1999000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Tactile,Logitech,CD87HR,vừa có dây vừa không dây,0.7212003987089425,red,3689000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Clicky,Logitech,Newmen GM326,không dây,0.7212003987089425,black,3689000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Linear,Logitech,EK368L,không dây,0.7212003987089425,white,3689000 
Bàn phím cơ Corsair K70 RGB Pro Silent switch,Corsair,GD68,có dây,0.7212003987089425,blue,3999000 
Bàn phím cơ Corsair K70 RGB Pro Brown switch,Corsair,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,white,3749000 
Bàn phím cơ Corsair K70 RGB Pro Red switch,Corsair,E-DRA EK396W V2,có dây,0.7212003987089425,green,3749000 
Bàn phím cơ Corsair K70 RGB Pro Blue switch,Corsair,EK387L White,vừa có dây vừa không dây,0.7212003987089425,yellow,3749000 
Bàn phím cơ Corsair K70 RGB Pro Speed switch,Corsair,FL100CPM,có dây,0.7212003987089425,brown,3849000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Blue on White Akko V3 Cream Yellow switch,Akko,EK1280s V2,không dây,0.7212003987089425,blue,1999000 
Bàn phím cơ Fuhlen H99S Panda V2 Wireless Fuhlen Yellow Pro switch,Fuhlen,E-DRA EK396W V2,không dây,0.7212003987089425,silver,1989000 
Bàn phím cơ Fuhlen G108S Panda V2 Wireless Fuhlen Yellow Pro switch,Fuhlen,EK398,có dây,0.7212003987089425,pink,2089000 
Bàn phím cơ Corsair K70 MAX RGB Magnetic Corsair MGX switch,Corsair,Everest Max,không dây,0.7212003987089425,yellow,5989000 
Bàn phím cơ AOC GK500 RGB Blue switch,Edra,GM328,vừa có dây vừa không dây,0.7212003987089425,black,499000 
Bàn phím cơ E-DRA EK300 Katana Optical ,E-Dra,CK87S,không dây,0.7212003987089425,green,849000 
Bàn phím cơ AKKO 3098 RF World Tour London Wireless Akko V3 Cream Blue Pro switch,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,white,1689000 
Bàn phím cơ AKKO 3098 RF World Tour London Wireless Akko V3 Cream Yellow Pro switch,Akko,EK87,vừa có dây vừa không dây,0.7212003987089425,black,1689000 
Bàn phím cơ Cidoo ABM641 Dual Mode Yellow Wireless Gateron G Pro Yellow switch,SteelSeries,EK398,không dây,0.7212003987089425,black,2689000 
Bàn phím cơ Cidoo V21 Tri-Mode Wireless Cidoo Matt Grey switch,Rapoo,CK87S,có dây,0.7212003987089425,yellow,1289000 
Bàn phím cơ Cidoo ABM641 Dual Mode Wireless Gateron G Pro Yellow switch,Ziefiend,EK398,vừa có dây vừa không dây,0.7212003987089425,green,2689000 
Bàn phím cơ Fuhlen CK87S RGB Fuhlen Pro Red switch,Fuhlen,CK87S,có dây,0.7212003987089425,cherry,989000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko CS Wine Red switch,Akko,CK87S,có dây,0.7212003987089425,green,1489000 
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan Akko V3 Cream Yellow switch,Akko,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,yellow,1049000 
Bàn phím cơ Asus ROG Claymore II Wireless Optical Red switch,Asus,CD108HR,vừa có dây vừa không dây,0.7212003987089425,brown,5599000 
Bàn phím cơ AKKO 5108B Plus Multi-modes Demon Slayer – Kamado Tanjirou Akko CS Crystal switch,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,red,2689000 
Bàn phím Rapoo V500 Pro Blue switch,Rapoo,Everest Max,có dây,0.7212003987089425,yellow,799000 
Bàn phím cơ AKKO 3108 RF Dragon Ball Z – Goku Akko V3 Cream Yellow switch,Akko,K10,có dây,0.7212003987089425,white,1789000 
Bàn phím cơ E-DRA EK314W Wireless Red switch,E-Dra,EK314W,vừa có dây vừa không dây,0.7212003987089425,black,479000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Box White switch,Newmen,Asus ROG Strix Scope NX TKL Deluxe,có dây,0.7212003987089425,green,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Box White switch,Newmen,Newmen GM326,vừa có dây vừa không dây,0.7212003987089425,black,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless NAT Style switch,Newmen,Brown Switch ,không dây,0.7212003987089425,yellow,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Box White switch,Newmen,TC-3218,vừa có dây vừa không dây,0.7212003987089425,yellow,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless NAT Style switch,Newmen,EK314W,vừa có dây vừa không dây,0.7212003987089425,yellow,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Starry Sky switch,Newmen,CD108HR,có dây,0.7212003987089425,green,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless NAT Style switch,Newmen,GD100,có dây,0.7212003987089425,pink,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Starry Sky switch,Newmen,GD68,vừa có dây vừa không dây,0.7212003987089425,green,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Starry Sky switch,Newmen,EK398,vừa có dây vừa không dây,0.7212003987089425,blue,3099000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Black & Cyan Akko CS Wine Red switch,Akko,FL100CPM,không dây,0.7212003987089425,cherry,2089000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Yellow switch,Akko,Brown Switch ,có dây,0.7212003987089425,red,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Blue switch,Akko,EK368L,vừa có dây vừa không dây,0.7212003987089425,black,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Yellow switch,Akko,EK398,có dây,0.7212003987089425,brown,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Blue switch,Akko,T87s Pro Wireless,không dây,0.7212003987089425,brown,1289000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Pink switch,Akko,CD87HR,vừa có dây vừa không dây,0.7212003987089425,cherry,1789000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Purple switch,Akko,GP75CPM,không dây,0.7212003987089425,blue,1789000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless Kailh Box Red switch,FL-Esports,EK387L White,không dây,0.7212003987089425,black,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Violet switch,FL-Esports,Everest Max,có dây,0.7212003987089425,white,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Pink switch,FL-Esports,EK375,vừa có dây vừa không dây,0.7212003987089425,silver,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Pink switch,FL-Esports,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,black,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Blue switch,FL-Esports,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,blue,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Violet switch,FL-Esports,EK398,có dây,0.7212003987089425,red,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Pink switch,FL-Esports,CD87HR,có dây,0.7212003987089425,brown,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Blue switch,FL-Esports,EK375,vừa có dây vừa không dây,0.7212003987089425,green,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Violet switch,FL-Esports,CK87S,không dây,0.7212003987089425,brown,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Wireless FLCMMK Ice Pink switch,FL-Esports,CD108HR,vừa có dây vừa không dây,0.7212003987089425,white,2089000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh MX Cool Mint switch,FL-Esports,GD68,có dây,0.7212003987089425,pink,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Tropical Forest switch,FL-Esports,Everest Max,có dây,0.7212003987089425,cherry,3489000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Red switch,FL-Esports,CD87HR,không dây,0.7212003987089425,cherry,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box Red switch,FL-Esports,3084,vừa có dây vừa không dây,0.7212003987089425,red,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box White switch,FL-Esports,K10,không dây,0.7212003987089425,yellow,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart FLCMMK Cercis switch,FL-Esports,CD108HR,vừa có dây vừa không dây,0.7212003987089425,red,3589000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box White switch,FL-Esports,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,yellow,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh MX Cool Mint switch,FL-Esports,CK87S,vừa có dây vừa không dây,0.7212003987089425,green,3589000 
